Date,Open,High,Low,Close,Tick Count,Volume
01/05/2024 14:59,182.9739,182.9845,182.4,182.95,980,262793
01/05/2024 15:00,182.8411,183.1699,181.74,182.2645,1311,372327
01/05/2024 15:01,182.15,182.53,182,182.05,810,203334
01/05/2024 15:02,182.02,182.3941,181.8,182.245,788,242370
01/05/2024 15:03,182.2392,182.3243,181.8344,181.85,554,150814
01/05/2024 15:04,181.8421,182.0199,181.56,181.639,1032,290170
01/05/2024 15:05,181.64,181.75,181.31,181.42,898,263673
01/05/2024 15:06,181.405,181.8799,181.33,181.6102,940,240319
01/05/2024 15:07,181.6699,181.9451,181.55,181.81,687,148716
01/05/2024 15:08,181.78,181.868,181.05,181.0952,910,259045
01/05/2024 15:09,181.09,181.41,180.92,181.175,913,250210
01/05/2024 15:10,181.1899,181.1999,180.5202,180.5248,1176,328138
01/05/2024 15:11,180.535,180.72,180.17,180.24,1195,380892
01/05/2024 15:12,180.18,180.4199,179.78,179.88,1765,482243
01/05/2024 15:13,179.86,179.99,179.63,179.94,1153,366505
01/05/2024 15:14,179.95,180.21,179.61,179.66,1064,331700
01/05/2024 15:15,179.65,179.9899,179.5601,179.9899,1116,310603
01/05/2024 15:16,179.9501,180.5,179.92,180.3902,1301,394229
01/05/2024 15:17,180.42,180.59,180.17,180.43,966,253167
01/05/2024 15:18,180.4225,180.55,180.22,180.29,726,201832
01/05/2024 15:19,180.255,180.67,180.08,180.46,690,221608
01/05/2024 15:20,180.4899,180.72,180.05,180.29,963,281067
01/05/2024 15:21,180.3168,180.39,180.01,180.21,585,155710
01/05/2024 15:22,180.18,180.35,179.8349,180.35,762,228317
01/05/2024 15:23,180.29,180.79,180.2,180.23,1035,312638
01/05/2024 15:24,180.2297,180.4299,179.9,180.15,579,160619
01/05/2024 15:25,180.12,180.355,179.72,180.13,718,200453
01/05/2024 15:26,180.05,180.25,179.9,180.23,458,155004
01/05/2024 15:27,180.255,180.7,180.2,180.64,701,230566
01/05/2024 15:28,180.6692,180.95,180.2328,180.31,860,247357
01/05/2024 15:29,180.3238,180.56,180.21,180.43,452,156478
01/05/2024 15:30,180.4999,180.67,180.2863,180.38,453,131620
01/05/2024 15:31,180.3996,180.61,180.21,180.53,537,156795
01/05/2024 15:32,180.5363,180.5575,180.12,180.55,495,133642
01/05/2024 15:33,180.53,180.76,180.495,180.7324,499,180557
01/05/2024 15:34,180.72,180.74,180.4,180.67,456,143838
01/05/2024 15:35,180.66,180.7019,180.13,180.14,591,195585
01/05/2024 15:36,180.148,180.26,179.9,180.0378,701,221451
01/05/2024 15:37,180.04,180.04,179.63,179.67,863,229463
01/05/2024 15:38,179.67,179.8299,179.41,179.71,878,259953
01/05/2024 15:39,179.735,180.0531,179.69,179.913,731,202553
01/05/2024 15:40,179.925,180.1603,179.8053,179.895,619,170232
01/05/2024 15:41,179.8978,179.98,179.52,179.61,727,229539
01/05/2024 15:42,179.6199,180.1799,179.45,180.13,777,215110
01/05/2024 15:43,180.11,180.39,179.91,180.13,631,189266
01/05/2024 15:44,180.14,180.5,180.0563,180.4101,462,138257
01/05/2024 15:45,180.4399,180.94,180.4101,180.93,904,302115
01/05/2024 15:46,180.9238,181.17,180.82,181.15,872,247897
01/05/2024 15:47,181.1678,181.36,181.06,181.26,1068,295550
01/05/2024 15:48,181.28,181.4599,181.15,181.26,843,251388
01/05/2024 15:49,181.22,182.06,181.15,181.6501,1633,540342
01/05/2024 15:50,181.6999,181.94,181.6513,181.73,746,201761
01/05/2024 15:51,181.7159,182.1446,181.71,181.8931,692,208065
01/05/2024 15:52,181.9,182.22,181.8,181.8226,770,245622
01/05/2024 15:53,181.8442,182,181.72,181.7999,682,181510
01/05/2024 15:54,181.7737,181.7942,181.5,181.6748,541,178242
01/05/2024 15:55,181.67,181.7884,181.54,181.65,412,118197
01/05/2024 15:56,181.62,181.62,181.03,181.2,946,259853
01/05/2024 15:57,181.14,181.35,181.06,181.11,513,144171
01/05/2024 15:58,181.1107,181.36,180.85,180.87,707,204777
01/05/2024 15:59,180.885,181.02,180.79,180.88,478,137461
01/05/2024 16:00,180.9,180.9,180.63,180.725,473,121883
01/05/2024 16:01,180.69,180.98,180.64,180.8667,605,170135
01/05/2024 16:02,180.88,181.15,180.6701,180.95,575,148069
01/05/2024 16:03,180.965,181.1,180.8201,180.9091,524,134266
01/05/2024 16:04,180.9277,180.9899,180.7101,180.84,503,128917
01/05/2024 16:05,180.8368,180.9799,180.81,180.92,290,80187
01/05/2024 16:06,180.928,181.68,180.79,181.615,1018,299854
01/05/2024 16:07,181.62,181.94,181.36,181.385,1013,280415
01/05/2024 16:08,181.3509,181.4,180.71,180.7301,775,237450
01/05/2024 16:09,180.755,180.86,180.11,180.2675,934,302554
01/05/2024 16:10,180.24,180.33,179.85,180,949,280638
01/05/2024 16:11,180.01,180.22,179.99,180.0981,416,110666
01/05/2024 16:12,180.05,180.18,179.85,179.99,553,170557
01/05/2024 16:13,180.025,180.3199,179.9647,180.11,695,169571
01/05/2024 16:14,180.16,180.16,179.81,179.87,574,206193
01/05/2024 16:15,179.85,180.02,179.82,179.96,470,124999
01/05/2024 16:16,179.9458,180.3,179.85,180.22,459,146283
01/05/2024 16:17,180.26,180.41,179.81,179.87,675,190699
01/05/2024 16:18,179.8999,179.8999,179.57,179.64,761,213444
01/05/2024 16:19,179.6699,179.6699,179.21,179.2407,1019,329739
01/05/2024 16:20,179.246,179.41,179.01,179.124,812,253040
01/05/2024 16:21,179.1261,179.28,179.06,179.21,515,137922
01/05/2024 16:22,179.22,179.41,179.1701,179.22,483,157076
01/05/2024 16:23,179.2358,179.48,179.22,179.39,544,149142
01/05/2024 16:24,179.4,179.79,179.3652,179.725,754,208383
01/05/2024 16:25,179.7147,179.95,179.67,179.79,548,159211
01/05/2024 16:26,179.8196,180.02,179.7902,179.9158,545,150379
01/05/2024 16:27,179.9041,180.47,179.42,180.2,1543,394963
01/05/2024 16:28,180.19,180.21,179.8,179.9598,618,154611
01/05/2024 16:29,179.9401,180.58,179.86,180.5343,916,244781
01/05/2024 16:30,180.55,180.66,180.42,180.5798,763,176550
01/05/2024 16:31,180.5282,180.74,180.39,180.54,537,156476
01/05/2024 16:32,180.4846,180.54,180.27,180.3399,462,137113
01/05/2024 16:33,180.336,180.5,180.13,180.2,607,170244
01/05/2024 16:34,180.18,180.4522,180.0159,180.03,506,115806
01/05/2024 16:35,180.03,180.3,179.86,179.98,607,203093
01/05/2024 16:36,179.97,180.28,179.87,180.13,415,120180
01/05/2024 16:37,180.14,180.25,179.9612,180.1026,370,105181
01/05/2024 16:38,180.1,180.35,180.06,180.1449,434,117039
01/05/2024 16:39,180.1034,180.46,180.1034,180.3478,575,147301
01/05/2024 16:40,180.36,180.36,180.02,180.12,400,92062
01/05/2024 16:41,180.1096,180.3994,180.1,180.34,279,68615
01/05/2024 16:42,180.285,180.45,180.19,180.2897,400,97129
01/05/2024 16:43,180.33,180.35,180.19,180.2674,329,82475
01/05/2024 16:44,180.26,180.38,180.1,180.24,338,69060
01/05/2024 16:45,180.25,180.3061,180.05,180.27,341,92796
01/05/2024 16:46,180.2558,180.73,180.24,180.635,752,185740
01/05/2024 16:47,180.655,180.6726,179.93,179.966,776,193338
01/05/2024 16:48,180,180.12,179.72,179.7692,594,193909
01/05/2024 16:49,179.77,179.98,179.76,179.87,324,93133
01/05/2024 16:50,179.8501,179.92,179.6,179.6001,385,95749
01/05/2024 16:51,179.65,179.8,179.42,179.64,477,144352
01/05/2024 16:52,179.63,179.63,179.36,179.5549,367,88701
01/05/2024 16:53,179.5099,179.95,179.46,179.931,480,123233
01/05/2024 16:54,179.935,180.04,179.82,179.86,396,108535
01/05/2024 16:55,179.85,180.27,179.85,180.1915,468,139077
01/05/2024 16:56,180.1914,180.1914,180.02,180.1,226,55289
01/05/2024 16:57,180.0893,180.31,180.07,180.19,374,85816
01/05/2024 16:58,180.165,180.37,180.01,180.012,373,106677
01/05/2024 16:59,180.0336,180.13,179.91,179.91,406,94722
01/05/2024 17:00,179.91,180.1,179.71,179.775,446,129875
01/05/2024 17:01,179.765,180.26,179.73,180.2048,514,143034
01/05/2024 17:02,180.2,180.85,180.16,180.6801,793,241787
01/05/2024 17:03,180.7,180.83,180.6001,180.7101,368,118095
01/05/2024 17:04,180.7369,181.34,180.725,181.1599,970,307764
01/05/2024 17:05,181.16,181.24,180.87,180.89,532,140517
01/05/2024 17:06,180.8701,180.97,180.75,180.9484,366,101899
01/05/2024 17:07,180.9499,181.09,180.8641,180.92,258,88739
01/05/2024 17:08,180.94,181.06,180.7605,180.9359,312,103996
01/05/2024 17:09,180.97,181.19,180.92,181.121,336,111477
01/05/2024 17:10,181.1257,181.2799,180.83,180.87,527,162450
01/05/2024 17:11,180.895,181.17,180.85,181.1499,350,98730
01/05/2024 17:12,181.1438,181.24,181.0257,181.165,305,107800
01/05/2024 17:13,181.15,181.44,181.0172,181.38,400,122437
01/05/2024 17:14,181.35,181.39,181.23,181.3668,217,70583
01/05/2024 17:15,181.37,181.51,181.3,181.3601,400,133538
01/05/2024 17:16,181.36,181.63,181.36,181.5755,410,126284
01/05/2024 17:17,181.5777,181.6,181.33,181.3859,381,111746
01/05/2024 17:18,181.3701,181.48,181.14,181.1927,349,123539
01/05/2024 17:19,181.23,181.34,181.1014,181.1961,338,98829
01/05/2024 17:20,181.215,181.41,181.16,181.225,252,73688
01/05/2024 17:21,181.2001,181.4499,181.13,181.1808,321,94219
01/05/2024 17:22,181.195,181.38,181.1,181.1001,282,91826
01/05/2024 17:23,181.115,181.25,180.9,181.125,435,115142
01/05/2024 17:24,181.1055,181.2132,181.07,181.19,272,70672
01/05/2024 17:25,181.18,181.44,181.1625,181.35,390,119805
01/05/2024 17:26,181.3501,181.5899,181.34,181.48,417,135953
01/05/2024 17:27,181.48,181.49,181.07,181.225,397,124609
01/05/2024 17:28,181.2235,181.3393,181.1937,181.3001,164,43794
01/05/2024 17:29,181.32,181.5199,181.24,181.25,279,75770
01/05/2024 17:30,181.24,181.3095,181.06,181.1,279,87490
01/05/2024 17:31,181.115,181.24,181.02,181.17,210,53016
01/05/2024 17:32,181.1785,181.31,181.01,181.145,258,70812
01/05/2024 17:33,181.12,181.63,181.12,181.5801,367,126719
01/05/2024 17:34,181.58,181.76,181.4605,181.72,404,127014
01/05/2024 17:35,181.73,182.5,181.69,182.47,1107,306702
01/05/2024 17:36,182.43,182.88,182.41,182.6,1034,290259
01/05/2024 17:37,182.6,182.6765,182.25,182.37,687,251110
01/05/2024 17:38,182.34,182.4,182.13,182.2942,422,139174
01/05/2024 17:39,182.3,182.5,182.19,182.3573,445,155484
01/05/2024 17:40,182.38,182.5,182.13,182.14,389,144245
01/05/2024 17:41,182.14,182.41,182.14,182.31,295,84277
01/05/2024 17:42,182.29,182.2994,181.9,181.94,465,140537
01/05/2024 17:43,181.94,182.1487,181.82,182.122,462,136926
01/05/2024 17:44,182.1367,182.1479,181.7501,181.7857,330,102068
01/05/2024 17:45,181.8,181.9299,181.7,181.705,347,97830
01/05/2024 17:46,181.705,181.79,181.55,181.6556,362,103303
01/05/2024 17:47,181.65,181.87,181.5801,181.76,401,121198
01/05/2024 17:48,181.73,181.76,181.55,181.68,293,85188
01/05/2024 17:49,181.6999,181.84,181.476,181.534,407,112750
01/05/2024 17:50,181.54,181.6499,181.4701,181.56,182,52987
01/05/2024 17:51,181.5475,181.637,181.24,181.34,446,130018
01/05/2024 17:52,181.3028,181.4999,181.241,181.43,333,100058
01/05/2024 17:53,181.45,181.455,181.2237,181.27,270,77265
01/05/2024 17:54,181.25,181.49,181.2,181.34,287,88307
01/05/2024 17:55,181.33,181.46,181.25,181.33,273,73772
01/05/2024 17:56,181.345,181.57,181.321,181.4958,308,83720
01/05/2024 17:57,181.48,181.6,181.32,181.3337,392,145686
01/05/2024 17:58,181.36,181.42,181.15,181.1601,334,94847
01/05/2024 17:59,181.16,181.27,181.06,181.22,329,99470
01/05/2024 18:00,181.235,181.25,181.0305,181.1083,266,81983
01/05/2024 18:01,181.08,181.1199,180.69,180.8801,587,217054
01/05/2024 18:02,180.91,181.0484,180.8008,180.8799,319,84730
01/05/2024 18:03,180.87,180.9078,180.61,180.65,328,100001
01/05/2024 18:04,180.69,180.99,180.61,180.8899,442,134373
01/05/2024 18:05,180.86,180.95,180.8,180.87,210,67646
01/05/2024 18:06,180.8699,180.91,180.7,180.7846,179,53545
01/05/2024 18:07,180.77,180.9697,180.69,180.9301,267,96803
01/05/2024 18:08,180.95,180.9547,180.77,180.8097,263,86933
01/05/2024 18:09,180.8188,181.0419,180.7601,180.8756,369,110292
01/05/2024 18:10,180.9,181.15,180.8,181.11,346,96555
01/05/2024 18:11,181.11,181.14,180.9001,181.0432,429,115658
01/05/2024 18:12,181.06,181.1299,180.911,180.93,366,86615
01/05/2024 18:13,180.96,181.03,180.56,180.58,422,126040
01/05/2024 18:14,180.56,180.62,180.3,180.33,444,157567
01/05/2024 18:15,180.366,180.366,180.22,180.2705,328,84483
01/05/2024 18:16,180.2801,180.49,180.2601,180.36,399,152627
01/05/2024 18:17,180.38,180.49,180.21,180.2151,236,75183
01/05/2024 18:18,180.21,180.23,180.04,180.06,403,131558
01/05/2024 18:19,180.06,180.219,180.03,180.09,229,63172
01/05/2024 18:20,180.095,180.2458,180.084,180.1801,284,80916
01/05/2024 18:21,180.181,180.22,180.01,180.12,338,91890
01/05/2024 18:22,180.155,180.46,180.0601,180.25,402,134639
01/05/2024 18:23,180.2302,180.3899,180.18,180.2999,259,80399
01/05/2024 18:24,180.304,180.31,179.92,180.0041,508,150342
01/05/2024 18:25,180.01,180.05,179.8726,179.8805,320,84651
01/05/2024 18:26,179.8885,179.99,179.8264,179.8799,332,97789
01/05/2024 18:27,179.855,180.04,179.8372,179.94,263,90121
01/05/2024 18:28,179.9,180.02,179.9,179.995,191,67024
01/05/2024 18:29,179.98,180.0299,179.9444,179.9936,154,54794
01/05/2024 18:30,179.9901,180.198,179.93,180.0419,334,97019
01/05/2024 18:31,180.06,180.0999,179.86,179.8902,392,119821
01/05/2024 18:32,179.92,180.11,179.8739,180.0351,278,84103
01/05/2024 18:33,180.0397,180.4,180.01,180.4,471,141557
01/05/2024 18:34,180.3702,180.83,180.3702,180.79,621,196334
01/05/2024 18:35,180.7601,181.1,180.73,180.84,735,208371
01/05/2024 18:36,180.84,180.849,180.71,180.75,237,56865
01/05/2024 18:37,180.72,180.81,180.56,180.59,291,89430
01/05/2024 18:38,180.5607,180.6499,180.3701,180.45,294,92019
01/05/2024 18:39,180.45,180.54,180.2801,180.2801,234,60523
01/05/2024 18:40,180.3,180.3299,180.14,180.23,375,111883
01/05/2024 18:41,180.2534,180.28,180.05,180.1,315,85444
01/05/2024 18:42,180.1,180.32,180.03,180.14,493,124094
01/05/2024 18:43,180.14,180.34,180.09,180.29,314,87000
01/05/2024 18:44,180.3,180.38,180.27,180.38,328,76014
01/05/2024 18:45,180.3804,180.42,180.2401,180.35,283,71391
01/05/2024 18:46,180.36,180.65,180.15,180.1903,579,166865
01/05/2024 18:47,180.18,180.234,180.08,180.215,235,73819
01/05/2024 18:48,180.21,180.4,180.1701,180.36,232,65345
01/05/2024 18:49,180.39,180.65,180.38,180.62,315,122811
01/05/2024 18:50,180.6304,180.6304,180.3501,180.4108,266,93400
01/05/2024 18:51,180.4353,180.84,180.4353,180.7298,413,150967
01/05/2024 18:52,180.7299,180.75,180.57,180.69,183,57785
01/05/2024 18:53,180.6869,180.8599,180.5601,180.8105,253,91769
01/05/2024 18:54,180.81,181.17,180.79,181.125,476,120882
01/05/2024 18:55,181.11,181.14,180.86,180.9263,269,56962
01/05/2024 18:56,180.92,181,180.86,180.9613,178,43486
01/05/2024 18:57,180.96,180.99,180.812,180.94,220,60881
01/05/2024 18:58,180.9372,181.15,180.92,181.0859,266,66293
01/05/2024 18:59,181.08,181.17,180.9501,181,300,81954
01/05/2024 19:00,180.96,181.64,180.61,181.34,899,289269
01/05/2024 19:01,181.3663,181.46,180.53,180.75,719,207785
01/05/2024 19:02,180.768,181.3,180.5,181.155,696,174294
01/05/2024 19:03,181.15,181.28,180.65,181.14,556,155648
01/05/2024 19:04,181.13,181.77,181.11,181.77,751,229100
01/05/2024 19:05,181.77,181.9,180.92,181.35,750,247373
01/05/2024 19:06,181.3,181.58,181.15,181.31,311,98429
01/05/2024 19:07,181.28,181.69,181.04,181.09,361,105618
01/05/2024 19:08,181.0549,181.57,181.0001,181.5,359,127618
01/05/2024 19:09,181.5201,181.5444,180.9503,180.97,349,118864
01/05/2024 19:10,181.07,181.27,180.7,180.74,417,134756
01/05/2024 19:11,180.7673,181.0827,180.68,180.97,451,127383
01/05/2024 19:12,180.9744,181.3373,180.9135,181.2,335,93185
01/05/2024 19:13,181.22,181.33,181.03,181.1,332,71138
01/05/2024 19:14,181.13,181.25,180.9501,180.9701,237,74685
01/05/2024 19:15,181,181.33,180.9,181.04,385,103184
01/05/2024 19:16,181.05,181.1561,180.9301,181.03,259,65661
01/05/2024 19:17,181.01,181.05,180.59,180.86,590,172947
01/05/2024 19:18,180.8929,180.93,180.751,180.9022,223,63140
01/05/2024 19:19,180.905,181.2395,180.75,181.12,378,121390
01/05/2024 19:20,181.13,181.36,180.97,181.11,371,93920
01/05/2024 19:21,181.1136,181.29,181.08,181.235,233,53463
01/05/2024 19:22,181.263,181.31,180.95,181.2,297,82981
01/05/2024 19:23,181.215,181.54,180.93,181.33,459,148143
01/05/2024 19:24,181.3672,181.5,181.21,181.37,265,94944
01/05/2024 19:25,181.376,181.6366,181.28,181.4189,302,94676
01/05/2024 19:26,181.4,181.9199,181.3501,181.8673,520,160135
01/05/2024 19:27,181.88,182.18,181.8073,182.1615,743,237685
01/05/2024 19:28,182.15,182.48,182.05,182.365,990,252263
01/05/2024 19:29,182.3779,182.45,182.23,182.34,466,139658
01/05/2024 19:30,182.3202,182.4499,182.1102,182.395,500,169837
01/05/2024 19:31,182.4,182.42,181.2,181.3201,812,223921
01/05/2024 19:32,181.32,181.34,180.75,181.2138,729,236123
01/05/2024 19:33,181.2,182.07,180.9,181.9707,811,239895
01/05/2024 19:34,182.03,182.7873,182.03,182.5999,1195,402961
01/05/2024 19:35,182.65,182.65,181.0417,181.51,996,263179
01/05/2024 19:36,181.4663,182.19,181.33,181.96,477,174080
01/05/2024 19:37,181.94,182.47,181.611,182.26,688,190941
01/05/2024 19:38,182.2381,183.2793,182.2381,183.1,1371,457598
01/05/2024 19:39,183.07,183.82,182.77,183.61,1327,406461
01/05/2024 19:40,183.635,184.27,183.3,184.215,1549,532801
01/05/2024 19:41,184.1964,184.55,183.84,184.2902,1239,367007
01/05/2024 19:42,184.3142,184.439,184.04,184.4162,783,249169
01/05/2024 19:43,184.3901,184.78,184.12,184.6001,901,286096
01/05/2024 19:44,184.635,185.19,184.5601,185.15,1465,476496
01/05/2024 19:45,185.1394,185.2,184.37,184.5059,971,307098
01/05/2024 19:46,184.5105,184.9099,184.3553,184.4955,581,192693
01/05/2024 19:47,184.4544,184.94,184.03,184.8999,761,245247
01/05/2024 19:48,184.9,185.43,184.8389,185.0499,1092,378408
01/05/2024 19:49,185.1,185.31,184.86,185.24,871,250711
01/05/2024 19:50,185.24,185.44,185,185.2,857,301937
01/05/2024 19:51,185.22,185.34,184.7,185.13,575,173973
01/05/2024 19:52,185.1401,185.4,184.91,185.075,539,174851
01/05/2024 19:53,185.1,185.5699,184.91,185.2199,748,228990
01/05/2024 19:54,185.22,185.5,185.13,185.39,419,120430
01/05/2024 19:55,185.42,185.4999,184.9,184.9634,510,176068
01/05/2024 19:56,184.9645,185.2,184.57,184.98,875,243503
01/05/2024 19:57,184.95,185.35,184.8514,185.0781,512,129135
01/05/2024 19:58,185.09,185.29,184.85,184.85,396,94612
01/05/2024 19:59,184.85,185.28,184.75,185.28,540,147582
01/05/2024 20:00,185.29,185.86,185.17,185.535,1090,309422
01/05/2024 20:01,185.545,185.6799,185.4145,185.64,483,136454
01/05/2024 20:02,185.66,185.76,184.9301,185.0001,816,239883
01/05/2024 20:03,185.03,185.17,184.73,185.05,654,168986
01/05/2024 20:04,185.02,185.29,184.63,184.6632,616,194962
01/05/2024 20:05,184.65,184.7976,184.1,184.68,1131,317691
01/05/2024 20:06,184.6402,185.01,184.52,184.96,580,178910
01/05/2024 20:07,184.9569,185.0442,184.6101,184.81,512,157150
01/05/2024 20:08,184.8156,185.1399,184.75,185.035,526,152221
01/05/2024 20:09,185.035,185.0936,184.73,184.9699,354,90489
01/05/2024 20:10,184.92,185.3,184.83,184.865,634,200924
01/05/2024 20:11,184.865,185.1085,184.65,184.71,598,170645
01/05/2024 20:12,184.64,184.9599,184.52,184.9599,406,112187
01/05/2024 20:13,184.96,185.25,184.82,185.0647,497,155570
01/05/2024 20:14,185.06,185.36,185.06,185.3053,520,141518
01/05/2024 20:15,185.36,185.46,185.01,185.0491,611,188600
01/05/2024 20:16,185,185.34,184.86,185.0595,455,110612
01/05/2024 20:17,185.055,185.13,184.71,184.96,444,131531
01/05/2024 20:18,184.9101,185.27,184.78,185.21,430,119366
01/05/2024 20:19,185.21,185.23,184.7,184.71,442,112250
01/05/2024 20:20,184.6901,184.75,184.1801,184.34,703,216045
01/05/2024 20:21,184.35,184.38,184.03,184.1102,789,218051
01/05/2024 20:22,184.1675,184.17,183.76,183.99,761,212344
01/05/2024 20:23,183.95,184.6824,183.92,184.64,684,175823
01/05/2024 20:24,184.64,184.95,184.49,184.755,674,218301
01/05/2024 20:25,184.75,184.7999,184.3,184.4699,528,144316
01/05/2024 20:26,184.445,184.83,184.41,184.69,413,113024
01/05/2024 20:27,184.6601,184.9369,184.45,184.48,467,107034
01/05/2024 20:28,184.48,184.625,184.2701,184.3493,402,101369
01/05/2024 20:29,184.31,184.31,183.63,183.63,676,187436
01/05/2024 20:30,183.6055,183.7,183.36,183.535,951,298745
01/05/2024 20:31,183.54,183.7499,183.395,183.57,618,131264
01/05/2024 20:32,183.53,183.5562,183.1,183.15,842,188920
01/05/2024 20:33,183.12,183.575,183.0901,183.575,773,216309
01/05/2024 20:34,183.5602,183.6152,182.9414,183.02,787,221056
01/05/2024 20:35,183,183.21,182.76,183.125,734,206251
01/05/2024 20:36,183.135,183.32,182.88,183.03,661,150462
01/05/2024 20:37,183.05,183.13,182.85,182.95,608,150621
01/05/2024 20:38,182.9309,182.97,182.42,182.49,931,267266
01/05/2024 20:39,182.485,182.5456,182.14,182.3406,1193,308440
01/05/2024 20:40,182.35,182.7845,182.215,182.76,747,183828
01/05/2024 20:41,182.76,182.773,182.18,182.18,659,148397
01/05/2024 20:42,182.17,182.17,181.76,181.86,950,250240
01/05/2024 20:43,181.8313,181.99,181.71,181.7508,764,186757
01/05/2024 20:44,181.7628,182,181.67,181.83,638,159185
01/05/2024 20:45,181.83,182.05,181.64,182.01,781,213297
01/05/2024 20:46,182.02,182.49,181.8368,182.27,1016,287288
01/05/2024 20:47,182.27,182.34,181.9002,181.9799,580,159221
01/05/2024 20:48,181.95,181.9719,181.45,181.72,868,266496
01/05/2024 20:49,181.705,182,181.5301,181.7699,653,162238
01/05/2024 20:50,181.985,181.985,181.5,181.52,872,200686
01/05/2024 20:51,181.52,181.72,180.93,180.9548,1124,295096
01/05/2024 20:52,180.922,181.13,180.84,181.12,993,232985
01/05/2024 20:53,181.1,181.34,180.97,181.13,1250,270275
01/05/2024 20:54,181.125,181.1425,180.5,181.1,1353,304944
01/05/2024 20:55,181.12,181.3958,180.88,181.16,1686,356734
01/05/2024 20:56,181.19,181.205,180.91,181.026,1259,256601
01/05/2024 20:57,181.02,181.0802,180.6603,180.76,1206,247777
01/05/2024 20:58,180.74,180.79,180.5,180.515,1568,322224
01/05/2024 20:59,180.515,180.65,179.98,180.16,3638,3574894
02/05/2024 14:30,182.86,183.79,182.2874,183.61,1837,703607
02/05/2024 14:31,183.63,184.1,183.23,183.699,1389,511710
02/05/2024 14:32,183.695,184.55,183.61,184.35,1455,445447
02/05/2024 14:33,184.32,184.6,183.83,184.0791,1615,420461
02/05/2024 14:34,184.13,184.48,182.93,182.93,1470,421227
02/05/2024 14:35,182.93,183.83,182.93,183.07,1201,318858
02/05/2024 14:36,183.075,183.2304,182.13,182.5,1517,388582
02/05/2024 14:37,182.478,183.38,182.34,182.8943,1110,325031
02/05/2024 14:38,182.94,183.065,182.29,182.6309,934,280955
02/05/2024 14:39,182.5901,182.65,181.4001,181.5891,1589,486142
02/05/2024 14:40,181.614,181.7227,180.96,181.32,1502,435567
02/05/2024 14:41,181.3299,181.5585,181.2,181.31,791,210796
02/05/2024 14:42,181.305,181.3399,180.72,180.95,1294,379587
02/05/2024 14:43,180.95,181.45,180.9,180.965,859,266550
02/05/2024 14:44,180.9899,181.36,180.6,180.9257,1014,325637
02/05/2024 14:45,180.9101,181.18,180.68,180.7688,960,276898
02/05/2024 14:46,180.74,181.2,180.68,180.756,898,230741
02/05/2024 14:47,180.75,180.87,180.01,180.6799,1525,436558
02/05/2024 14:48,180.68,180.98,180.34,180.4299,903,273848
02/05/2024 14:49,180.38,180.6,180.02,180.145,1000,335646
02/05/2024 14:50,180.1473,180.36,179.72,179.9814,1655,538094
02/05/2024 14:51,179.963,180.5699,179.89,180.335,1183,338223
02/05/2024 14:52,180.335,180.3599,179.88,179.95,840,223470
02/05/2024 14:53,179.9,180,179.6,179.7304,1096,360659
02/05/2024 14:54,179.735,180,179.4,179.6113,1244,441485
02/05/2024 14:55,179.58,179.91,179.49,179.725,888,291166
02/05/2024 14:56,179.72,179.95,179.43,179.89,1046,348475
02/05/2024 14:57,179.8778,179.97,179.25,179.25,1389,402020
02/05/2024 14:58,179.27,179.335,178.83,178.9101,2130,655851
02/05/2024 14:59,178.925,179.12,178.3408,178.4399,1570,476453
